subj_code,eval,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification
A1CRE2Z623JZ6V,minimal,The cup is on the floor. Ali bumps the table. The cup BLANK.,852b0651-2c81-5807-ba4a-d3f2a56a5e5d,doesn't break,breaks,breaks,doesn't break,breaks,0,349.2000000476837,358.30000019073486,
A1CRE2Z623JZ6V,minimal,The cup is on the table. Ali bumps the lamp. The cup BLANK.,e9a925cf-de07-55f7-8ab3-9f28791b3728,doesn't break,breaks,breaks,doesn't break,doesn't break,1,905.4000000953674,334.40000009536743,
A1CRE2Z623JZ6V,minimal,The empty wineglass is on the table. Ali knocks the wineglass over. The table is BLANK.,dfb0bf34-70f6-5390-b055-469ef8e6506c,dry,wet,dry,wet,dry,1,346.7999999523163,359.2999999523163,
A1CRE2Z623JZ6V,minimal,The water is on the table. Ali turns on the stove. The water gets BLANK.,d363d97e-3c05-5ea9-b0af-4bfba2258626,colder,warmer,colder,warmer,warmer,0,333.2999999523163,324.69999980926514,
A1CRE2Z623JZ6V,minimal,The empty bowl is on the table. Ali fills the sink. The bowl is BLANK.,b53176cd-e250-5a59-b3be-ceaba45ea634,dry,wet,dry,wet,wet,0,235.40000009536743,283.2000000476837,
A1CRE2Z623JZ6V,minimal,The empty box is on the table. Ali fills the sink. The box is BLANK.,58b88005-7f83-54dc-8994-ba230c248673,dry,wet,wet,dry,dry,1,241.0,205.5,
A1CRE2Z623JZ6V,minimal,The empty teapot is on the table. Ali knocks the teapot over. The table is BLANK.,35b3312e-b7e0-59b8-933b-ec0336ad5162,dry,wet,dry,wet,wet,0,246.89999985694885,278.5,
A1CRE2Z623JZ6V,minimal,The museum is North of Ali. Ali turns around. The museum is BLANK Ali.,11d7dec7-34c3-5381-80c8-460155badd74,North of,South of,North of,South of,North of,1,235.8000001907349,520.5,
A1CRE2Z623JZ6V,minimal,The pasta is on the table. Ali turns on the stove. The pasta gets BLANK.,a74a9014-1030-5c5d-b1d0-43ada1ff9c9d,colder,warmer,warmer,colder,warmer,0,686.7999999523163,364.0,
A2HBEEK2WP2IYB,minimal,The empty pitcher is on the table. Ali fills the sink. The pitcher is BLANK.,ee9b763e-9f9e-59f8-9bc5-1c6e2075abae,dry,wet,dry,wet,wet,0,1484.0,1873.8999998569489,
A2HBEEK2WP2IYB,minimal,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,North of,South of,North of,1,685.7000000476837,828.5,
A2HBEEK2WP2IYB,minimal,The empty carton is on the table. Ali knocks the carton over. The table is BLANK.,6bb50e85-6ac5-52a5-b623-32e416664177,dry,wet,wet,dry,wet,0,759.7000000476837,688.0,
A2HBEEK2WP2IYB,minimal,The plate is on the floor. Ali bumps the table. The plate BLANK.,746aa902-d880-5b36-add1-a3457a31beb3,doesn't break,breaks,breaks,doesn't break,breaks,0,706.0,719.5,
A2HBEEK2WP2IYB,minimal,The laptop is on the floor. Ali bumps the table. The laptop BLANK.,88059c09-088b-5009-bafd-b7e931442077,doesn't break,breaks,doesn't break,breaks,breaks,0,2220.100000143051,929.7999999523164,
A2HBEEK2WP2IYB,minimal,The empty jug is on the table. Ali fills the sink. The jug is BLANK.,654f6276-9e9e-52c2-867d-b66c3aa70976,dry,wet,wet,dry,wet,0,1050.2999999523165,807.2999999523163,
A2HBEEK2WP2IYB,minimal,The mug is on the table. Ali bumps the lamp. The mug BLANK.,81e84bb2-9f95-5bbd-bbe3-af94794b6123,doesn't break,breaks,breaks,doesn't break,breaks,0,639.8999998569489,745.7000000476837,
A2HBEEK2WP2IYB,minimal,The vase is North of Ali. Ali turns around. The vase is BLANK Ali.,a3aa7fe8-9da6-5cc8-8664-c4fd06944bd2,North of,South of,North of,South of,North of,1,734.0,1423.5999999046326,
A2HBEEK2WP2IYB,minimal,The empty cup is on the table. Ali knocks the cup over. The table is BLANK.,e6aecef6-eb29-5c41-a462-92c423095047,dry,wet,dry,wet,dry,1,1499.7999999523165,800.0,
A2HBEEK2WP2IYB,minimal,The plate is on the table. Ali bumps the lamp. The plate BLANK.,aaa1f7f2-1b97-5138-9daa-38fb1bd7bc25,doesn't break,breaks,breaks,doesn't break,breaks,0,673.5999999046326,671.9000000953674,
A2HBEEK2WP2IYB,minimal,The sauce is on the table. Ali turns on the stove. The sauce gets BLANK.,7ba8e937-510d-512c-ac3a-9877388c0eec,colder,warmer,warmer,colder,colder,1,947.4000000953674,686.0,
A2HBEEK2WP2IYB,minimal,The tea is on the table. Ali turns on the stove. The tea gets BLANK.,f4d79629-266b-5267-8ea1-847001b48e5a,colder,warmer,warmer,colder,warmer,0,1289.7999999523165,738.0999999046326,
A2HBEEK2WP2IYB,minimal,The dog is North of Ali. Ali turns around. The dog is BLANK Ali.,51f91196-934d-5ef1-b798-f0d70fe6a0c2,North of,South of,South of,North of,North of,1,2359.7999999523163,680.1000001430511,
A2HBEEK2WP2IYB,minimal,The empty pitcher is on the table. Ali fills the sink. The pitcher is BLANK.,ee9b763e-9f9e-59f8-9bc5-1c6e2075abae,dry,wet,wet,dry,wet,0,1464.0,1459.7999999523165,
A2HBEEK2WP2IYB,minimal,The empty pitcher is on the table. Ali fills the sink. The pitcher is BLANK.,ee9b763e-9f9e-59f8-9bc5-1c6e2075abae,dry,wet,,,wet,-1,,,the pitcher is wet.
A2HBEEK2WP2IYB,minimal,The empty carton is on the table. Ali knocks the carton over. The table is BLANK.,6bb50e85-6ac5-52a5-b623-32e416664177,dry,wet,dry,wet,dry,1,829.2000000476837,810.0,
A2HBEEK2WP2IYB,minimal,The empty carton is on the table. Ali knocks the carton over. The table is BLANK.,6bb50e85-6ac5-52a5-b623-32e416664177,dry,wet,,,dry,-1,,,the table is dry.
A2HBEEK2WP2IYB,minimal,The plate is on the floor. Ali bumps the table. The plate BLANK.,746aa902-d880-5b36-add1-a3457a31beb3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,929.3999998569489,1301.7999999523165,
A2HBEEK2WP2IYB,minimal,The plate is on the floor. Ali bumps the table. The plate BLANK.,746aa902-d880-5b36-add1-a3457a31beb3,doesn't break,breaks,,,doesn't break,-1,,,the plate doesn't break.
A2HBEEK2WP2IYB,minimal,The laptop is on the floor. Ali bumps the table. The laptop BLANK.,88059c09-088b-5009-bafd-b7e931442077,doesn't break,breaks,doesn't break,breaks,breaks,0,824.7000000476837,1887.700000047684,
A2HBEEK2WP2IYB,minimal,The laptop is on the floor. Ali bumps the table. The laptop BLANK.,88059c09-088b-5009-bafd-b7e931442077,doesn't break,breaks,,,breaks,-1,,,the laptop breaks
A2HBEEK2WP2IYB,minimal,The empty jug is on the table. Ali fills the sink. The jug is BLANK.,654f6276-9e9e-52c2-867d-b66c3aa70976,dry,wet,dry,wet,dry,1,983.2999999523164,885.7000000476837,
A2HBEEK2WP2IYB,minimal,The empty jug is on the table. Ali fills the sink. The jug is BLANK.,654f6276-9e9e-52c2-867d-b66c3aa70976,dry,wet,,,dry,-1,,,the jug is dry.
A2HBEEK2WP2IYB,minimal,The mug is on the table. Ali bumps the lamp. The mug BLANK.,81e84bb2-9f95-5bbd-bbe3-af94794b6123,doesn't break,breaks,doesn't break,breaks,breaks,0,1492.7999999523165,1984.0,
A2HBEEK2WP2IYB,minimal,The mug is on the table. Ali bumps the lamp. The mug BLANK.,81e84bb2-9f95-5bbd-bbe3-af94794b6123,doesn't break,breaks,,,breaks,-1,,,the mug breaks.
A2HBEEK2WP2IYB,minimal,The vase is North of Ali. Ali turns around. The vase is BLANK Ali.,a3aa7fe8-9da6-5cc8-8664-c4fd06944bd2,North of,South of,South of,North of,South of,0,1041.7000000476835,779.3000001907349,
A2HBEEK2WP2IYB,minimal,The vase is North of Ali. Ali turns around. The vase is BLANK Ali.,a3aa7fe8-9da6-5cc8-8664-c4fd06944bd2,North of,South of,,,South of,-1,,,the vase is south of ali.
A2HBEEK2WP2IYB,minimal,The plate is on the table. Ali bumps the lamp. The plate BLANK.,aaa1f7f2-1b97-5138-9daa-38fb1bd7bc25,doesn't break,breaks,breaks,doesn't break,breaks,0,1049.2999999523165,899.8999998569489,
A2HBEEK2WP2IYB,minimal,The plate is on the table. Ali bumps the lamp. The plate BLANK.,aaa1f7f2-1b97-5138-9daa-38fb1bd7bc25,doesn't break,breaks,,,breaks,-1,,,the plate breaks.
A2HBEEK2WP2IYB,minimal,The tea is on the table. Ali turns on the stove. The tea gets BLANK.,f4d79629-266b-5267-8ea1-847001b48e5a,colder,warmer,warmer,colder,warmer,0,955.1000001430511,734.4000000953674,
A2HBEEK2WP2IYB,minimal,The tea is on the table. Ali turns on the stove. The tea gets BLANK.,f4d79629-266b-5267-8ea1-847001b48e5a,colder,warmer,,,warmer,-1,,,the tea gets warmer.
A1FC8366I3W0C9,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,dry,wet,wet,0,2513.0,2131.0,
A1WHJXYBN0BA8Q,minimal,The pasta is on the table. Ali turns on the stove. The pasta gets BLANK.,a74a9014-1030-5c5d-b1d0-43ada1ff9c9d,colder,warmer,colder,warmer,warmer,0,5701.0,5120.0,
A1WHJXYBN0BA8Q,minimal,The empty teapot is on the table. Ali knocks the teapot over. The table is BLANK.,35b3312e-b7e0-59b8-933b-ec0336ad5162,dry,wet,wet,dry,wet,0,1881.0,5800.0,
A1WHJXYBN0BA8Q,minimal,The jar is on the floor. Ali bumps the table. The jar BLANK.,272fb3b8-f899-5ff0-ae86-55a1cddaa8e6,doesn't break,breaks,doesn't break,breaks,doesn't break,1,733.0000000000291,24555.0,
A1WHJXYBN0BA8Q,minimal,The cup is on the floor. Ali bumps the table. The cup BLANK.,852b0651-2c81-5807-ba4a-d3f2a56a5e5d,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1308.0,7682.0,
A1WHJXYBN0BA8Q,minimal,The empty bowl is on the table. Ali fills the sink. The bowl is BLANK.,b53176cd-e250-5a59-b3be-ceaba45ea634,dry,wet,wet,dry,dry,1,639.0,10151.0,
A1WHJXYBN0BA8Q,minimal,The cup is on the table. Ali bumps the lamp. The cup BLANK.,e9a925cf-de07-55f7-8ab3-9f28791b3728,doesn't break,breaks,breaks,doesn't break,doesn't break,1,2364.0,4393.0,
A1WHJXYBN0BA8Q,minimal,The water is on the table. Ali turns on the stove. The water gets BLANK.,d363d97e-3c05-5ea9-b0af-4bfba2258626,colder,warmer,colder,warmer,colder,1,1995.0,4601.0,
A1WHJXYBN0BA8Q,minimal,The empty wineglass is on the table. Ali knocks the wineglass over. The table is BLANK.,dfb0bf34-70f6-5390-b055-469ef8e6506c,dry,wet,wet,dry,dry,1,6227.999999999942,2224.000000000058,
A1WHJXYBN0BA8Q,minimal,The museum is North of Ali. Ali turns around. The museum is BLANK Ali.,11d7dec7-34c3-5381-80c8-460155badd74,North of,South of,North of,South of,North of,1,7313.999999999942,2810.0,
A1WHJXYBN0BA8Q,minimal,The television is on the table. Ali bumps the lamp. The television BLANK.,60833207-b675-5f32-ab67-85a791ce814f,doesn't break,breaks,doesn't break,breaks,doesn't break,1,713.0,5153.0,
A1WHJXYBN0BA8Q,minimal,The empty box is on the table. Ali fills the sink. The box is BLANK.,58b88005-7f83-54dc-8994-ba230c248673,dry,wet,wet,dry,dry,1,1778.0,3895.0,
A1WHJXYBN0BA8Q,minimal,The tree is North of Ali. Ali turns around. The tree is BLANK Ali.,f8a90dad-f837-555e-beb1-3a5da5eb35ef,North of,South of,South of,North of,North of,1,1038.0,3729.000000000058,
A23ONWDSVICDCY,minimal,The ornament is on the table. Ali bumps the lamp. The ornament BLANK.,95cf280f-0045-5691-9286-ca2825f711f3,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3918.0,3360.0,
A23ONWDSVICDCY,minimal,The gumbo is on the table. Ali turns on the stove. The gumbo gets BLANK.,052dddd5-a2cf-5e97-90ed-7e2d2e91f62e,colder,warmer,colder,warmer,warmer,0,3150.0,1920.0,
A23ONWDSVICDCY,minimal,The sculpture is on the floor. Ali bumps the table. The sculpture BLANK.,6837d037-fd89-5325-945f-ec953cdaf8fc,doesn't break,breaks,breaks,doesn't break,doesn't break,1,4015.0,1881.0,
A23ONWDSVICDCY,minimal,The house is North of Ali. Ali turns around. The house is BLANK Ali.,168b3f9d-5c7e-5e03-948e-a8b96b9e08a7,North of,South of,North of,South of,South of,0,5873.0,1198.0,
A23ONWDSVICDCY,minimal,The chili is on the table. Ali turns on the stove. The chili gets BLANK.,688b9409-948b-5506-a5bd-8f72bd8f0cdd,colder,warmer,warmer,colder,warmer,0,412.0,3361.0,
A23ONWDSVICDCY,minimal,The empty flask is on the table. Ali fills the sink. The flask is BLANK.,9727b31c-2a14-5db5-9980-0074c623524f,dry,wet,wet,dry,wet,0,3873.0,2753.0,
A23ONWDSVICDCY,minimal,The emtpy can is on the table. Ali fills the sink. The can is BLANK.,23582299-2316-5e9e-a72f-ef1038bc4df3,dry,wet,wet,dry,dry,1,3830.0,6336.0,
A23ONWDSVICDCY,minimal,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,cbe70172-4bc2-5518-ae97-53e795d58f6a,North of,South of,North of,South of,South of,0,2715.0,4061.0,
A23ONWDSVICDCY,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,dry,wet,dry,1,4541.0,4302.0,
A23ONWDSVICDCY,minimal,The tablet is on the table. Ali bumps the lamp. The tablet BLANK.,1859f2b1-26a2-5a64-959f-fab9926dbb6d,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3224.0,783.0,
A23ONWDSVICDCY,minimal,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,dry,wet,dry,wet,dry,1,3489.0,2634.0,
A23ONWDSVICDCY,minimal,The lamp is on the floor. Ali bumps the table. The lamp BLANK.,730042f0-d8b0-5c6c-8bf7-410416a84eb5,doesn't break,breaks,doesn't break,breaks,doesn't break,1,3396.0,4213.0,
A1FJAVZWHRQ4HH,minimal,The empty vase is on the table. Ali knocks the vase over. The table is BLANK.,c79d12ce-733d-590c-bf09-4db1c50645ce,dry,wet,wet,dry,dry,1,2542.599999904633,3544.4000000953674,
A1FJAVZWHRQ4HH,minimal,The clock is on the table. Ali bumps the lamp. The clock BLANK.,cb7a432a-c5db-586f-98f9-422792efd822,doesn't break,breaks,doesn't break,breaks,doesn't break,1,2127.9000000953674,5169.299999952316,
A1FJAVZWHRQ4HH,minimal,The sculpture is on the table. Ali bumps the lamp. The sculpture BLANK.,8f5095bc-b58d-59fb-94fa-7c121e14b746,doesn't break,breaks,breaks,doesn't break,doesn't break,1,2279.2999999523163,880.1000001430511,
A1FJAVZWHRQ4HH,minimal,The fish is on the table. Ali turns on the stove. The fish gets BLANK.,4ec9870c-0c7d-5611-b076-993ce15358f1,colder,warmer,colder,warmer,warmer,0,3543.9000000953674,5854.900000095367,
A1FJAVZWHRQ4HH,minimal,The empty jug is on the table. Ali knocks the jug over. The table is BLANK.,2fc6d99a-038d-5235-bc08-f350777f4e86,dry,wet,wet,dry,dry,1,2823.899999856949,744.0,
A1FJAVZWHRQ4HH,minimal,The television is on the floor. Ali bumps the table. The television BLANK.,4e7ee80f-f119-5b6d-82df-ba4d4ad03735,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1185.8999998569489,2189.599999904633,
A1FJAVZWHRQ4HH,minimal,The empty tub is on the table. Ali fills the sink. The tub is BLANK.,cc2cb203-9a96-586b-9727-0a8212155c43,dry,wet,wet,dry,dry,1,1623.5,2600.700000047684,
A1FJAVZWHRQ4HH,minimal,The empty thermos is on the table. Ali fills the sink. The thermos is BLANK.,ca1d2738-b7ef-5748-bc41-00d7b201a41c,dry,wet,wet,dry,dry,1,1630.9000000953674,1401.0,
A1FJAVZWHRQ4HH,minimal,The whiteboard is North of Ali. Ali turns around. The whiteboard is BLANK Ali.,a375252e-8be0-5a31-8826-ab7a09baa72d,North of,South of,South of,North of,South of,0,1336.6999998092651,4599.0,
A1FJAVZWHRQ4HH,minimal,The street is North of Ali. Ali turns around. The street is BLANK Ali.,51679ab6-e072-51aa-920a-095c3ab09319,North of,South of,South of,North of,South of,0,1214.0999999046326,4434.799999952316,
A1FJAVZWHRQ4HH,minimal,The steak is on the table. Ali turns on the stove. The steak gets BLANK.,403f4fa5-5200-5d22-9f1b-6e2c2edf755c,colder,warmer,warmer,colder,warmer,0,1512.6000001430511,1407.2000000476835,
A1FJAVZWHRQ4HH,minimal,The mirror is on the floor. Ali bumps the table. The mirror BLANK.,c476f558-1f2e-503e-90a0-b300840ca6e1,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1654.2000000476835,2369.0,
A1GBDCXA3GVO03,minimal,The jar is on the table. Ali bumps the lamp. The jar BLANK.,ca149acc-4333-5d4e-9b73-b3954089e0b3,doesn't break,breaks,breaks,doesn't break,breaks,0,5121.200000047684,3536.0,
A1GBDCXA3GVO03,minimal,The empty can is on the table. Ali knocks the can over. The table is BLANK.,7b0ff26b-5f65-57c0-b1e1-7dac2ab25032,dry,wet,wet,dry,wet,0,10407.5,3351.5,
A1GBDCXA3GVO03,minimal,The man is North of Ali. Ali turns around. The man is BLANK Ali.,42f4e9ba-3d9f-52aa-aa48-aaf77bdffda2,North of,South of,North of,South of,North of,1,8007.599999904633,6800.200000047684,
A1GBDCXA3GVO03,minimal,The empty thermos is on the table. Ali knocks the thermos over. The table is BLANK.,504496f0-2b75-5a26-8866-95cbb113f5a4,dry,wet,dry,wet,wet,0,6415.299999952316,775.6999998092651,
A1GBDCXA3GVO03,minimal,The empty mug is on the table. Ali fills the sink. The mug is BLANK.,36794563-6ac8-5075-8df5-b2ecbd8f8c8b,dry,wet,dry,wet,dry,1,7271.400000095367,2624.0,
A1GBDCXA3GVO03,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,South of,North of,South of,0,4055.5,2927.7999999523163,
A1GBDCXA3GVO03,minimal,The bottle is on the table. Ali bumps the lamp. The bottle BLANK.,8e5290bc-3ba2-56b3-b1c5-33531c9a12ae,doesn't break,breaks,doesn't break,breaks,doesn't break,1,4823.799999952316,3912.0,
A1GBDCXA3GVO03,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,doesn't break,1,4711.599999904633,3807.700000047684,
A1GBDCXA3GVO03,minimal,The coffee is on the table. Ali turns on the stove. The coffee gets BLANK.,aad29bfa-c5cb-5d6a-9c3f-296137723195,colder,warmer,warmer,colder,colder,1,3520.0,9391.599999904633,
A1GBDCXA3GVO03,minimal,The clock is on the floor. Ali bumps the table. The clock BLANK.,581ab406-6472-5213-8fa5-924e54aadbbb,doesn't break,breaks,doesn't break,breaks,doesn't break,1,6607.799999952316,1287.5999999046326,
A1GBDCXA3GVO03,minimal,The mug is on the floor. Ali bumps the table. The mug BLANK.,af3ddb77-e0ef-5dc6-a71f-322ffe4f1f53,doesn't break,breaks,breaks,doesn't break,doesn't break,1,6847.700000047684,1064.1000001430511,
A1GBDCXA3GVO03,minimal,The broth is on the table. Ali turns on the stove. The broth gets BLANK.,304f867c-d22c-5f80-8b58-04c39ecc54c7,colder,warmer,warmer,colder,colder,1,5823.800000190735,2063.4000000953674,
A1GBDCXA3GVO03,minimal,The empty vase is on the table. Ali fills the sink. The vase is BLANK.,608b5972-0b7e-5142-995f-b84143ea7b33,dry,wet,dry,wet,dry,1,3776.0,679.5,
A2FFNTNG0M630N,minimal,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,43bffc24-3955-522c-a74b-5fd4b204d283,colder,warmer,colder,warmer,warmer,0,786.0,3816.599999964237,
A2FFNTNG0M630N,minimal,The vase is on the floor. Ali bumps the table. The vase BLANK.,b981d9fe-77c9-531c-afc1-fc37c2d11e04,doesn't break,breaks,doesn't break,breaks,breaks,0,1190.5,2290.100000023842,
A2FFNTNG0M630N,minimal,The empty glass is on the table. Ali knocks the glass over. The table is BLANK.,03be173e-02aa-5a79-968a-ce8ea00117d3,dry,wet,dry,wet,wet,0,842.5999999642372,6477.699999988079,
A2FFNTNG0M630N,minimal,The empty glass is on the table. Ali knocks the glass over. The table is BLANK.,03be173e-02aa-5a79-968a-ce8ea00117d3,dry,wet,dry,wet,wet,0,516.6000000238419,3847.600000023842,
A2FFNTNG0M630N,minimal,The vase is on the table. Ali bumps the lamp. The vase BLANK.,2f76e57c-aad0-59fa-99e3-ad747c8c14d1,doesn't break,breaks,breaks,doesn't break,breaks,0,703.6000000238419,4507.800000011921,
A2FFNTNG0M630N,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,breaks,0,1888.300000011921,5736.800000011921,
A2FFNTNG0M630N,minimal,The empty mug is on the table. Ali knocks the mug over. The table is BLANK.,7f7d49b6-0545-5dd9-9166-80fc48a498e7,dry,wet,dry,wet,wet,0,2077.5,4330.299999952316,
A2FFNTNG0M630N,minimal,The porridge is on the table. Ali turns on the stove. The porridge gets BLANK.,2b80b416-13b1-5a5a-9b61-4c40aac5cf9e,colder,warmer,colder,warmer,warmer,0,3181.300000011921,1334.199999988079,
A2FFNTNG0M630N,minimal,The empty glass is on the table. Ali fills the sink. The glass is BLANK.,34ea25b7-8077-5b64-bc1b-17e62828dfb0,dry,wet,dry,wet,wet,0,978.8000000119208,3401.199999988079,
A2FFNTNG0M630N,minimal,The empty cup is on the table. Ali fills the sink. The cup is BLANK.,01ab1e92-2477-582f-a9a9-917cb2a0983b,dry,wet,dry,wet,wet,0,2347.899999976158,480.1999999880791,
A2FFNTNG0M630N,minimal,The statue is North of Ali. Ali turns around. The statue is BLANK Ali.,54f3455a-0981-5b04-b253-5891eb7c16e5,North of,South of,North of,South of,South of,0,691.3000000119209,4834.5,
A2FFNTNG0M630N,minimal,The glass is on the table. Ali bumps the lamp. The glass BLANK.,4c8e019f-3f91-5c88-bdea-d68026fd0446,doesn't break,breaks,doesn't break,breaks,breaks,0,481.60000002384186,3469.300000011921,
A2FFNTNG0M630N,minimal,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,South of,North of,South of,0,831.6999999880791,3044.599999964237,
A1H4GJFI4NJWKV,minimal,The empty can is on the table. Ali knocks the can over. The table is BLANK.,7b0ff26b-5f65-57c0-b1e1-7dac2ab25032,dry,wet,dry,wet,wet,0,7148.399999999907,1577.6999999999534,
A1H4GJFI4NJWKV,minimal,The bottle is on the table. Ali bumps the lamp. The bottle BLANK.,8e5290bc-3ba2-56b3-b1c5-33531c9a12ae,doesn't break,breaks,breaks,doesn't break,doesn't break,1,11872.100000000091,1452.0999999998603,
A1H4GJFI4NJWKV,minimal,The empty mug is on the table. Ali fills the sink. The mug is BLANK.,36794563-6ac8-5075-8df5-b2ecbd8f8c8b,dry,wet,wet,dry,dry,1,3875.700000000186,2686.3000000000466,
A1H4GJFI4NJWKV,minimal,The coffee is on the table. Ali turns on the stove. The coffee gets BLANK.,aad29bfa-c5cb-5d6a-9c3f-296137723195,colder,warmer,warmer,colder,colder,1,2545.399999999907,3196.199999999953,
A1H4GJFI4NJWKV,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,doesn't break,1,7542.40000000014,2808.5,
A1H4GJFI4NJWKV,minimal,The clock is on the floor. Ali bumps the table. The clock BLANK.,581ab406-6472-5213-8fa5-924e54aadbbb,doesn't break,breaks,breaks,doesn't break,doesn't break,1,844.1999999999534,2591.199999999953,
A1H4GJFI4NJWKV,minimal,The jar is on the table. Ali bumps the lamp. The jar BLANK.,ca149acc-4333-5d4e-9b73-b3954089e0b3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,103473.6000000001,2080.399999999907,
A1H4GJFI4NJWKV,minimal,The empty vase is on the table. Ali fills the sink. The vase is BLANK.,608b5972-0b7e-5142-995f-b84143ea7b33,dry,wet,dry,wet,dry,1,3283.0,1647.5,
A1H4GJFI4NJWKV,minimal,The man is North of Ali. Ali turns around. The man is BLANK Ali.,42f4e9ba-3d9f-52aa-aa48-aaf77bdffda2,North of,South of,North of,South of,North of,1,3932.40000000014,2747.40000000014,
A1H4GJFI4NJWKV,minimal,The broth is on the table. Ali turns on the stove. The broth gets BLANK.,304f867c-d22c-5f80-8b58-04c39ecc54c7,colder,warmer,colder,warmer,colder,1,3766.5,1962.90000000014,
A1H4GJFI4NJWKV,minimal,The empty thermos is on the table. Ali knocks the thermos over. The table is BLANK.,504496f0-2b75-5a26-8866-95cbb113f5a4,dry,wet,wet,dry,dry,1,18978.00000000024,2106.3000000002794,
A1H4GJFI4NJWKV,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,South of,North of,South of,0,3195.0,456.0,
A1H4GJFI4NJWKV,minimal,The mug is on the floor. Ali bumps the table. The mug BLANK.,af3ddb77-e0ef-5dc6-a71f-322ffe4f1f53,doesn't break,breaks,doesn't break,breaks,doesn't break,1,2030.600000000093,825.4000000003725,
A1H4GJFI4NJWKV,minimal,The empty can is on the table. Ali knocks the can over. The table is BLANK.,7b0ff26b-5f65-57c0-b1e1-7dac2ab25032,dry,wet,dry,wet,dry,1,4376.399999999907,2276.899999999907,
A1H4GJFI4NJWKV,minimal,The empty can is on the table. Ali knocks the can over. The table is BLANK.,7b0ff26b-5f65-57c0-b1e1-7dac2ab25032,dry,wet,,,dry,-1,,,The can is empty so nothing is in it.
A1H4GJFI4NJWKV,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1463.0,5174.5,
A1H4GJFI4NJWKV,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,,,doesn't break,-1,,,The glass is not on the table to break.
A1H4GJFI4NJWKV,minimal,The jar is on the table. Ali bumps the lamp. The jar BLANK.,ca149acc-4333-5d4e-9b73-b3954089e0b3,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1523.8999999999069,3727.6999999997206,
A1H4GJFI4NJWKV,minimal,The jar is on the table. Ali bumps the lamp. The jar BLANK.,ca149acc-4333-5d4e-9b73-b3954089e0b3,doesn't break,breaks,,,doesn't break,-1,,,She doesn't bump the table so the jar is uneffected.
A1H4GJFI4NJWKV,minimal,The empty vase is on the table. Ali fills the sink. The vase is BLANK.,608b5972-0b7e-5142-995f-b84143ea7b33,dry,wet,dry,wet,dry,1,225661.1000000001,3850.399999999907,
A1H4GJFI4NJWKV,minimal,The empty vase is on the table. Ali fills the sink. The vase is BLANK.,608b5972-0b7e-5142-995f-b84143ea7b33,dry,wet,,,dry,-1,,,The vase has nothing to do with the sink.
A1H4GJFI4NJWKV,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,South of,North of,South of,0,3952.899999999907,1115.4000000003723,
A1H4GJFI4NJWKV,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,,,South of,-1,,,She turned the opposite.
