subj_code,eval,session,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification,prompt_type,category
A33VGSEJ44ORMF,retest,2,The glass and the cup are on the table. Ali pushes the BLANK off the table. The glass doesn't break.,88e4c11a-0766-534e-843f-4d59c387d497,cup,glass,,,cup,-1,,,COULD BE EITHER BUT CHANCES ARE IF NOTHING BROKE THE CUP WOULD HAVE A BETTER CHANCE OF BREAKING BECAUSE IT WAS PUSHED,context,state_nonfollows
A33VGSEJ44ORMF,retest,2,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,cb0d70bb-d9f6-5100-902d-21fd6221cecf,behind,in front of,behind,in front of,behind,1,4655.59999999404,4594.699999988079,,target,egocentric_near
A33VGSEJ44ORMF,retest,2,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,cb0d70bb-d9f6-5100-902d-21fd6221cecf,behind,in front of,,,behind,-1,,,ALI ONLY TURNS AND DOESNT MOVE SO WOULD STILL BE BEHIND THE PAINTING,target,egocentric_near
A33VGSEJ44ORMF,retest,2,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,outside,in,outside,0,10028.29999998212,3811.900000005961,,context,action_nonfollows
A33VGSEJ44ORMF,retest,2,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,,,outside,-1,,,ALI WOULD HAVE TO BE ON THE OUTSIDE TO PULL THE WAGON,context,action_nonfollows
A33VGSEJ44ORMF,retest,2,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,in front of,behind,in front of,0,13394.29999998212,4584.5,,context,egocentric_near
A33VGSEJ44ORMF,retest,2,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,,,in front of,-1,,,DEPENDS ON WHERE ALI'S POSITION STARTED FROM AND HOW FAR SHE TURNED BUT CHANCES ARE SHE WOULD BE IN FRONT OF IT,context,egocentric_near
A33VGSEJ44ORMF,retest,2,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,sinks,floats,floats,1,4788.4000000059605,1371.699999988079,,target,action_nonfollows
A33VGSEJ44ORMF,retest,2,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,,,floats,-1,,,THE TENNIS BALL IS FILLED WITH AIR SO WOULD NOT WEIGH DOWN THE ALREADY FLOATING BOX SO THE BOX WOULD STILL FLOAT UNLESS IT GOT WATERLOGGED,target,action_nonfollows
A33VGSEJ44ORMF,retest,2,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,9f9092b3-4ed3-5b54-92bb-a68e83301300,left of,right of,right of,left of,left of,1,9149.30000001192,8506.600000023842,,target,egocentric_distant
A33VGSEJ44ORMF,retest,2,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,9f9092b3-4ed3-5b54-92bb-a68e83301300,left of,right of,,,left of,-1,,,IF SHE TURNED HALFWAY SHE WOULD BE TO THE LEFT,target,egocentric_distant
A33VGSEJ44ORMF,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,right of,0,11303.69999998808,4289.09999999404,,context,egocentric_near
A33VGSEJ44ORMF,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,right of,0,11303.69999998808,4289.09999999404,,context,egocentric_near
A33VGSEJ44ORMF,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,,,right of,-1,,,IF ALI TURNS AROUND THE PAINTING WOULD BE TO THE RIGHT,context,egocentric_near
A33VGSEJ44ORMF,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,,,right of,-1,,,IF ALI TURNS AROUND THE PAINTING WOULD BE TO THE RIGHT,context,egocentric_near
A3J2UG22S8BIW4,retest,1,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,in front of,behind,in front of,0,4182.10000000149,4633.19999999553,,context,egocentric_near
A3J2UG22S8BIW4,retest,1,The book is on the table. Ali moves the table. The book BLANK.,bf93e811-9a49-58b7-b6dc-6a47ece87d9f,moves,doesn't move,moves,doesn't move,moves,1,3414.0,3575.79999999702,,target,action_follows
A3J2UG22S8BIW4,retest,1,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,in,outside,outside,0,1607.0,2681.29999999702,,context,action_nonfollows
A3J2UG22S8BIW4,retest,1,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,right of,left of,right of,left of,right of,1,4812.0,4848.60000000149,,target,egocentric_distant
A3J2UG22S8BIW4,retest,1,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,in front of,behind,in front of,0,1231.5,20232.80000000447,,context,egocentric_near
A3J2UG22S8BIW4,retest,1,The ball is five feet from the box. Ali moves the box. The ball BLANK.,eae220a6-b112-595b-8808-41aaec2e4f3d,doesn't move,moves,moves,doesn't move,doesn't move,1,2445.29999999702,4192.20000000298,,target,action_nonfollows
A3J2UG22S8BIW4,retest,1,The box is close to Ali. Ali throws the ball. The box is BLANK Ali.,27bc3da0-29e8-5aff-8cdc-aebfdecd2412,close to,far from,far from,close to,close to,1,2583.0,3855.400000005961,,target,action_nonfollows
A3J2UG22S8BIW4,retest,1,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,in front of the statue,behind the statue,behind the statue,1,1495.5,5094.4000000059605,,target,action_nonfollows
A3J2UG22S8BIW4,retest,1,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,b8aeb728-ce96-53b4-a022-80902bd4ed2d,dry,wet,wet,dry,dry,1,2257.39999999851,3631.89999999851,,target,state_nonfollows
A3J2UG22S8BIW4,retest,1,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,77bdedf3-bae1-5250-9280-746344392bdd,right,left,left,right,left,0,5702.89999999851,3870.70000000298,,target,egocentric_near
A3J2UG22S8BIW4,retest,1,The box is in the bin. Ali moves the box. The bin BLANK.,ba5435e7-cc12-557d-be71-b241947e2f6c,doesn't move,moves,doesn't move,moves,doesn't move,1,1167.1999999955297,6585.0,,target,action_nonfollows
A3J2UG22S8BIW4,retest,1,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,floats,sinks,sinks,0,2479.6999999955297,5358.5,,target,action_nonfollows
A3J2UG22S8BIW4,retest,1,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,f7886140-c3a9-5bb0-9dc4-99612c3e3180,under,above,above,under,under,1,1663.60000000149,7192.60000000149,,context,action_nonfollows
A3J2UG22S8BIW4,retest,1,The ball is BLANK the box. Ali pushes the ball forward. The ball is under the box.,11b9c7f0-ecb6-5489-b941-2a3815cb66ce,under,above,under,above,under,1,988.3000000044703,7490.80000000447,,context,action_nonfollows
A3J2UG22S8BIW4,retest,1,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,behind,in front of,behind,in front of,in front of,0,1591.5999999940395,13974.69999999553,,context,egocentric_near
A3J2UG22S8BIW4,retest,1,The painting is behind Ali. Ali turns left. The painting is BLANK Ali.,2f6ac9c5-17f9-5a23-ab8d-9d0d3d3335c4,left of,right of,left of,right of,left of,1,4326.39999999851,976.1999999955297,,target,egocentric_near
A3J2UG22S8BIW4,retest,1,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,towards,away from,away from,towards,towards,1,3319.10000000149,15157.79999999702,,context,egocentric_distant
A3J2UG22S8BIW4,retest,1,Ali is BLANK. Ali turns around. Ali is in front of the statue.,7cfd7bad-4e38-507a-a6d8-243e8c667d1b,in front of the statue,behind the statue,behind the statue,in front of the statue,behind the statue,0,2005.89999999851,10986.39999999851,,context,action_nonfollows
A3J2UG22S8BIW4,retest,1,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,doesn't break,1,2770.39999999851,2867.39999999851,,target,state_nonfollows
A3J2UG22S8BIW4,retest,1,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,right of,left of,right of,0,966.9000000059604,12742.89999999851,,context,egocentric_near
A3J2UG22S8BIW4,retest,1,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,right of,left of,right of,0,966.9000000059604,12742.89999999851,,context,egocentric_near
A3J2UG22S8BIW4,retest,1,The seesaw is balanced. Ali tilts the BLANK side of the seesaw. The left side goes up.,9ce7fedd-cd4e-5e5e-8af4-7c87b269dcf9,right,left,right,left,right,1,1807.0999999940395,2745.29999999702,,context,action_follows
A3J2UG22S8BIW4,retest,1,Chicago is BLANK Ali. Ali turns right. Chicago is left of Ali.,27c72cf7-5d80-526d-9ace-d6625063dfe0,in front of,behind,behind,in front of,in front of,1,2792.0999999940395,11119.69999999553,,context,egocentric_distant
A3J2UG22S8BIW4,retest,1,The glass and the cup are on the table. Ali pushes the BLANK off the table. The glass doesn't break.,88e4c11a-0766-534e-843f-4d59c387d497,cup,glass,glass,cup,cup,1,1347.5,4914.09999999404,,context,state_nonfollows
A3J2UG22S8BIW4,retest,1,The painting is BLANK Ali. Ali turns around. The painting is left of Ali.,a350fecf-cf01-5eef-a227-25028fad7f14,right of,left of,right of,left of,right of,1,1256.0,15831.39999999851,,context,egocentric_near
A3J2UG22S8BIW4,retest,1,Chicago is to Ali's BLANK. Ali turns left. Ali is facing towards Chicago.,29c5b0e8-2242-5aa6-ad05-0a8b33bc7aec,left,right,right,left,left,1,1126.39999999851,11128.69999999553,,context,egocentric_distant
A3J2UG22S8BIW4,retest,1,Ali is BLANK the painting. Ali turns around. Ali is in front of the painting,4cde61ac-2955-5d50-8692-d17bf79b8940,in front of,behind,in front of,behind,behind,0,959.2000000029802,4806.89999999851,,context,egocentric_near
A3J2UG22S8BIW4,retest,1,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon moves.,40d46345-fe82-5f5a-82a0-f24d259674d7,behind,in front of,in front of,behind,behind,1,886.2000000029802,5978.39999999851,,context,action_follows
A3J2UG22S8BIW4,retest,1,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,96c0978e-4433-5d7f-b561-cee41daa8875,top,bottom,bottom,top,top,1,1870.20000000298,3055.39999999851,,context,action_follows
A3J2UG22S8BIW4,retest,1,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,9f9092b3-4ed3-5b54-92bb-a68e83301300,left of,right of,left of,right of,right of,0,12470.29999999702,1551.6999999955297,,target,egocentric_distant
A3J2UG22S8BIW4,retest,1,The ice cube and the banana are in the fridge. Ali takes the BLANK out of the fridge. The ice cube doesn't melt.,36c076db-ae0e-5966-819d-9d048054999d,banana,ice cube,banana,ice cube,banana,1,2466.8000000044703,3437.1999999955297,,context,state_nonfollows
A3J2UG22S8BIW4,retest,1,The painting is to Ali's right. The painting is moved right. The painting is to Ali's BLANK.,ead989ef-2c5a-5676-a32c-f2f2055cae2d,right,left,right,left,right,1,1143.5,9871.30000000447,,target,egocentric_near
A3J2UG22S8BIW4,retest,1,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,805deedd-d47e-54f8-b7e7-81318f8435b7,in front of,behind,in front of,behind,in front of,1,1095.7999999970198,13551.89999999851,,context,egocentric_near
A3J2UG22S8BIW4,retest,1,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,cb0d70bb-d9f6-5100-902d-21fd6221cecf,behind,in front of,behind,in front of,in front of,0,3049.39999999851,3110.5,,target,egocentric_near
A3J2UG22S8BIW4,retest,1,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,1710b645-2bb2-54c6-8ac1-62f03525d880,in front of,behind,behind,in front of,in front of,1,3349.9000000059605,5073.0,,target,egocentric_distant
A3J2UG22S8BIW4,retest,2,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,behind,in front of,in front of,0,1142.89999999851,15150.19999999553,,context,egocentric_near
A3J2UG22S8BIW4,retest,2,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,,,in front of,-1,,,,context,egocentric_near
A3J2UG22S8BIW4,retest,2,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,in,outside,outside,0,1544.0999999940395,5902.89999999851,,context,action_nonfollows
A3J2UG22S8BIW4,retest,2,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,,,outside,-1,,,,context,action_nonfollows
A3J2UG22S8BIW4,retest,2,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,in front of,behind,in front of,0,3653.89999999851,6944.0,,context,egocentric_near
A3J2UG22S8BIW4,retest,2,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,,,in front of,-1,,,,context,egocentric_near
A3J2UG22S8BIW4,retest,2,The ball is five feet from the box. Ali moves the box. The ball BLANK.,eae220a6-b112-595b-8808-41aaec2e4f3d,doesn't move,moves,moves,doesn't move,doesn't move,1,3203.29999999702,4520.60000000149,,target,action_nonfollows
A3J2UG22S8BIW4,retest,2,The ball is five feet from the box. Ali moves the box. The ball BLANK.,eae220a6-b112-595b-8808-41aaec2e4f3d,doesn't move,moves,,,doesn't move,-1,,,,target,action_nonfollows
A3J2UG22S8BIW4,retest,2,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,behind the statue,in front of the statue,in front of the statue,0,1333.0,4560.4000000059605,,target,action_nonfollows
A3J2UG22S8BIW4,retest,2,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,,,in front of the statue,-1,,,,target,action_nonfollows
A3J2UG22S8BIW4,retest,2,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,b8aeb728-ce96-53b4-a022-80902bd4ed2d,dry,wet,wet,dry,dry,1,2128.60000000149,1583.89999999851,,target,state_nonfollows
A3J2UG22S8BIW4,retest,2,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,b8aeb728-ce96-53b4-a022-80902bd4ed2d,dry,wet,,,dry,-1,,,,target,state_nonfollows
A3K26S510C8WWI,retest,1,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,77bdedf3-bae1-5250-9280-746344392bdd,right,left,right,left,left,0,13492.900000035765,27444.19999998808,,target,egocentric_near
A3K26S510C8WWI,retest,1,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,right of,left of,right of,left of,left of,0,1647.300000011921,12670.0,,target,egocentric_distant
A3K26S510C8WWI,retest,1,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,in front of the statue,behind the statue,in front of the statue,0,1543.699999988079,24666.5,,target,action_nonfollows
A3K26S510C8WWI,retest,1,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,right of,0,2143.699999988079,21956.69999998808,,context,egocentric_near
A3K26S510C8WWI,retest,1,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,right of,0,2143.699999988079,21956.69999998808,,context,egocentric_near
A3K26S510C8WWI,retest,1,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,breaks,doesn't break,breaks,0,1645.300000011921,20405.700000047684,,target,state_nonfollows
A3K26S510C8WWI,retest,1,Chicago is to Ali's BLANK. Ali turns left. Ali is facing towards Chicago.,29c5b0e8-2242-5aa6-ad05-0a8b33bc7aec,left,right,left,right,right,0,1750.199999988079,18398.19999998808,,context,egocentric_distant
A3K26S510C8WWI,retest,1,Chicago is BLANK Ali. Ali turns right. Chicago is left of Ali.,27c72cf7-5d80-526d-9ace-d6625063dfe0,in front of,behind,in front of,behind,behind,0,607.5999999642372,15333.100000023842,,context,egocentric_distant
A3K26S510C8WWI,retest,1,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,805deedd-d47e-54f8-b7e7-81318f8435b7,in front of,behind,behind,in front of,in front of,1,1543.2999999523165,13079.299999952316,,context,egocentric_near
A3K26S510C8WWI,retest,1,The book is on the table. Ali moves the table. The book BLANK.,bf93e811-9a49-58b7-b6dc-6a47ece87d9f,moves,doesn't move,moves,doesn't move,doesn't move,0,1678.9000000357628,13836.69999998808,,target,action_follows
A3K26S510C8WWI,retest,1,The painting is behind Ali. Ali turns left. The painting is BLANK Ali.,2f6ac9c5-17f9-5a23-ab8d-9d0d3d3335c4,left of,right of,right of,left of,right of,0,1255.0,12910.299999952316,,target,egocentric_near
A3K26S510C8WWI,retest,1,Ali is BLANK. Ali turns around. Ali is in front of the statue.,7cfd7bad-4e38-507a-a6d8-243e8c667d1b,in front of the statue,behind the statue,behind the statue,in front of the statue,behind the statue,0,1455.300000011921,13717.400000035765,,context,action_nonfollows
A3K26S510C8WWI,retest,1,The painting is to Ali's right. The painting is moved right. The painting is to Ali's BLANK.,ead989ef-2c5a-5676-a32c-f2f2055cae2d,right,left,right,left,left,0,1703.7999999523165,14214.899999976158,,target,egocentric_near
A3K26S510C8WWI,retest,1,The painting is BLANK Ali. Ali turns around. The painting is left of Ali.,a350fecf-cf01-5eef-a227-25028fad7f14,right of,left of,left of,right of,right of,1,4959.099999964237,9486.80000001192,,context,egocentric_near
A3K26S510C8WWI,retest,1,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,sinks,floats,floats,1,10054.5,12477.700000047684,,target,action_nonfollows
A3K26S510C8WWI,retest,1,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,f7886140-c3a9-5bb0-9dc4-99612c3e3180,under,above,under,above,under,1,1446.300000011921,103698.09999996424,,context,action_nonfollows
A3K26S510C8WWI,retest,1,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,outside,in,outside,0,11814.30000001192,145147.39999997616,,context,action_nonfollows
A3K26S510C8WWI,retest,1,The ball is BLANK the box. Ali pushes the ball forward. The ball is under the box.,11b9c7f0-ecb6-5489-b941-2a3815cb66ce,under,above,above,under,above,0,1151.600000023842,51081.19999998808,,context,action_nonfollows
A3K26S510C8WWI,retest,1,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,9f9092b3-4ed3-5b54-92bb-a68e83301300,left of,right of,right of,left of,right of,0,4078.0,8831.0,,target,egocentric_distant
A3K26S510C8WWI,retest,1,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,behind,in front of,behind,in front of,in front of,0,1567.399999976158,18972.5,,context,egocentric_near
A3K26S510C8WWI,retest,1,The box is in the bin. Ali moves the box. The bin BLANK.,ba5435e7-cc12-557d-be71-b241947e2f6c,doesn't move,moves,doesn't move,moves,doesn't move,1,1360.2000000476835,15780.80000001192,,target,action_nonfollows
A3K26S510C8WWI,retest,1,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,1710b645-2bb2-54c6-8ac1-62f03525d880,in front of,behind,in front of,behind,in front of,1,1303.5999999642372,14742.100000023842,,target,egocentric_distant
A3K26S510C8WWI,retest,1,The glass and the cup are on the table. Ali pushes the BLANK off the table. The glass doesn't break.,88e4c11a-0766-534e-843f-4d59c387d497,cup,glass,glass,cup,cup,1,590.9000000357628,24414.30000001192,,context,state_nonfollows
A3K26S510C8WWI,retest,1,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,behind,in front of,in front of,0,1894.899999976158,21157.5,,context,egocentric_near
A3K26S510C8WWI,retest,1,The box is close to Ali. Ali throws the ball. The box is BLANK Ali.,27bc3da0-29e8-5aff-8cdc-aebfdecd2412,close to,far from,far from,close to,close to,1,1710.5999999642372,17118.30000001192,,target,action_nonfollows
A3K26S510C8WWI,retest,1,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,in front of,behind,in front of,0,646.5,31373.0,,context,egocentric_near
A3K26S510C8WWI,retest,1,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,towards,away from,away from,towards,away from,0,302.0,13270.0,,context,egocentric_distant
A3K26S510C8WWI,retest,1,The ball is five feet from the box. Ali moves the box. The ball BLANK.,eae220a6-b112-595b-8808-41aaec2e4f3d,doesn't move,moves,doesn't move,moves,doesn't move,1,311.5,15701.69999998808,,target,action_nonfollows
A3K26S510C8WWI,retest,1,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon moves.,40d46345-fe82-5f5a-82a0-f24d259674d7,behind,in front of,behind,in front of,behind,1,294.69999998807907,11574.69999998808,,context,action_follows
A3K26S510C8WWI,retest,1,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,96c0978e-4433-5d7f-b561-cee41daa8875,top,bottom,bottom,top,top,1,1398.199999988079,22613.60000002384,,context,action_follows
A3K26S510C8WWI,retest,1,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,b8aeb728-ce96-53b4-a022-80902bd4ed2d,dry,wet,dry,wet,wet,0,1510.699999988079,14821.399999976158,,target,state_nonfollows
A3K26S510C8WWI,retest,1,The ice cube and the banana are in the fridge. Ali takes the BLANK out of the fridge. The ice cube doesn't melt.,36c076db-ae0e-5966-819d-9d048054999d,banana,ice cube,banana,ice cube,banana,1,247.30000001192093,18390.0,,context,state_nonfollows
A3K26S510C8WWI,retest,1,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,cb0d70bb-d9f6-5100-902d-21fd6221cecf,behind,in front of,behind,in front of,in front of,0,287.69999998807907,16309.399999976158,,target,egocentric_near
A3K26S510C8WWI,retest,1,Ali is BLANK the painting. Ali turns around. Ali is in front of the painting,4cde61ac-2955-5d50-8692-d17bf79b8940,in front of,behind,behind,in front of,behind,0,263.5999999642372,11982.399999976158,,context,egocentric_near
A3K26S510C8WWI,retest,1,The seesaw is balanced. Ali tilts the BLANK side of the seesaw. The left side goes up.,9ce7fedd-cd4e-5e5e-8af4-7c87b269dcf9,right,left,right,left,right,1,1335.0999999642372,12872.5,,context,action_follows
A3K26S510C8WWI,retest,2,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,77bdedf3-bae1-5250-9280-746344392bdd,right,left,left,right,left,0,924.5,12438.5,,target,egocentric_near
A3K26S510C8WWI,retest,2,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,77bdedf3-bae1-5250-9280-746344392bdd,right,left,,,left,-1,,,if the painting was initially to alis left and moved further to the left it remains to his lest,target,egocentric_near
A3K26S510C8WWI,retest,2,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,right of,left of,right of,left of,left of,0,2559.800000011921,73766.59999996424,,target,egocentric_distant
A3K26S510C8WWI,retest,2,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,right of,left of,,,left of,-1,,,if Chicago is behind Ali. Ali turns right. Chicagowould then be to alis leftAli,target,egocentric_distant
A3K26S510C8WWI,retest,2,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,in front of the statue,behind the statue,in front of the statue,0,1622.300000011921,13087.80000001192,,target,action_nonfollows
A3K26S510C8WWI,retest,2,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,,,in front of the statue,-1,,,Ali is behind the statue. Ali turns around. Ali is in front of the statue,target,action_nonfollows
A3K26S510C8WWI,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,right of,left of,right of,0,1399.199999988079,11733.599999964235,,context,egocentric_near
A3K26S510C8WWI,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,right of,left of,right of,0,1399.199999988079,11733.599999964235,,context,egocentric_near
A3K26S510C8WWI,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,,,right of,-1,,,Ali is tright of he painting. Ali turns around. Ali is left of the painting.,context,egocentric_near
A3K26S510C8WWI,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,,,right of,-1,,,Ali is tright of he painting. Ali turns around. Ali is left of the painting.,context,egocentric_near
A3K26S510C8WWI,retest,2,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,breaks,doesn't break,breaks,0,12232.69999998808,19620.900000035763,,target,state_nonfollows
A4XYCIUGXRTFY,retest,1,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,9f9092b3-4ed3-5b54-92bb-a68e83301300,left of,right of,left of,right of,right of,0,4355.0,7984.0,,target,egocentric_distant
A4XYCIUGXRTFY,retest,1,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,behind,in front of,in front of,behind,in front of,0,1797.0,1156.0,,context,egocentric_near
A4XYCIUGXRTFY,retest,1,The box is close to Ali. Ali throws the ball. The box is BLANK Ali.,27bc3da0-29e8-5aff-8cdc-aebfdecd2412,close to,far from,far from,close to,close to,1,7515.0,2579.0,,target,action_nonfollows
A4XYCIUGXRTFY,retest,1,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon moves.,40d46345-fe82-5f5a-82a0-f24d259674d7,behind,in front of,in front of,behind,in front of,0,1906.0,1766.0,,context,action_follows
A4XYCIUGXRTFY,retest,1,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,96c0978e-4433-5d7f-b561-cee41daa8875,top,bottom,bottom,top,top,1,1219.0,6265.0,,context,action_follows
