prompt_uuid,prompt,accuracy,accuracy_sd,n_subjects,space_rt_mean,space_rt_sd,choice_rt_mean,choice_rt_sd,category,prompt_type,a,b,bin,prompt_format
65d0a958-c00d-5c1f-8f9a-c3732b584548,The painting is left of Ali. Ali turns around. The painting is BLANK Ali.,0.4166666666666667,0.7929614610987591,12,3838.620000005886,3704.1499762050266,9573.829999978469,12466.173746335724,egocentric_near,target,right of,left of,3,target
6739b82c-779d-5d65-91f9-d9be398a0575,The painting is BLANK Ali. Ali turns left. The painting is East of Ali.,0.0,0.7559289460184545,22,7843.087500000489,13192.359145902119,11701.431249983842,13542.289506178582,geocentric_near,context,East of,North of,1,context
6748370c-52c8-5597-b79f-c9a2e0e485d4,The painting is BLANK Ali. Ali turns left. The painting is West of Ali.,0.06666666666666667,0.7988086367179803,15,3355.4454545453614,2754.471496806756,23150.49090909073,31837.602501679918,geocentric_near,context,West of,South of,2,context
67a9f12e-deda-5f51-b5e2-d24f0caec230,Chicago is BLANK Ali. Ali turns left. Chicago is left of Ali.,0.25,0.8563488385776752,16,4257.958333338301,4663.24127450851,9640.800000000745,9703.804766813839,egocentric_distant,context,behind,in front of,1,context
68b5a14f-4ab8-5004-be44-4f48b83e0e31,The window is BLANK Ali. Ali throws the baseball forward. The window doesn't break.,0.15,0.8750939799154206,20,2671.735714309541,1978.9707249522692,7438.428571405563,8540.120685636011,state_nonfollows,context,behind,in front of,2,context
6a7ee4a1-5db3-5076-ac24-2230ea37aa9e,The painting is right of Ali. Ali turns around. The painting is BLANK Ali.,0.4166666666666667,0.7929614610987591,12,4625.830000022053,3693.9113311321707,7709.010000007227,8452.609776790787,egocentric_near,target,left of,right of,2,target
6b81874a-94f4-52ac-8699-24e6582fc7e8,Mark and Ali are both facing BLANK. Ali turns to his left. Ali is facing away from Mark.,0.14285714285714285,0.7928249671720918,21,2184.1500000227243,1950.0290825535233,9648.724999967963,13957.384389014696,two_refs_egocentric,context,right,left,1,context
6cb3e4e3-1a79-542e-80fc-c7618ababd10,Milwaukee is BLANK of Ali. Ali walks West. Ali is getting closer to Milwaukee.,0.058823529411764705,0.8269362305593853,17,4985.824999997392,5099.398577749306,9337.350000011114,8087.209999696126,geocentric_distant,context,West,East,2,context
6cfeef00-729e-52ba-985d-1252fd2428ed,Mark is facing South. Mark turns 90 degrees to his right. Mark is facing BLANK.,0.26666666666666666,0.8837151016885368,15,8594.818181831051,7278.252267383613,8502.863636374135,7490.415942558342,geocentric_near,target,West,East,1,target
6dce2e1a-b2fc-56ae-a304-0378aec4ff7b,The glass is on the table. Ali bumps the table. The glass BLANK.,0.6,0.6992058987801011,10,2280.055555570457,1810.6616112092058,6493.577777796735,6033.088431866898,state_follows,target,breaks,doesn't break,3,target
6dd46ce3-4a45-5c9f-b40d-27839337750b,Ali is facing BLANK Milwaukee. Ali turns 180 degrees. Ali is facing towards Milwaukee.,0.375,0.8850612031567836,16,2542.12500000714,2243.0202589472706,9916.150000003787,8311.154355821553,egocentric_distant,context,away from,towards,1,context
6de916f2-8e10-52d0-8e30-7ae3dcd5aa73,Ali is directly North of Milwaukee. Ali walks East. Ali is BLANK Milwaukee.,0.3333333333333333,0.8997354108424374,15,5071.0363636321645,5147.667129152385,10580.081818178634,7426.086812555768,geocentric_distant,target,Northeast,Southwest,2,target
6e10089a-e617-5030-bd22-9e91d030d1e8,Mark is directly BLANK of Paris and Ali is directly East of Paris. Ali is Southeast of Mark.,0.2727272727272727,0.9351250581921514,22,5962.786666652561,11674.717326338156,19304.873333319774,31462.0809030829,two_refs_geocentric,context,North,South,4,context
6e349340-1734-5b6c-94b3-79765fdef94d,The painting is BLANK Ali. Ali turns left. The painting is North of Ali.,0.2,0.8335087534664907,20,4715.033333342026,5071.768832005191,8099.286666674415,10007.10735876234,geocentric_near,context,North of,West of,3,context
6f6037ad-89d1-53c6-9b58-e857b51d6d83,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is South of Ali.,-0.058823529411764705,0.747545001596402,17,3883.64999999168,3235.369517329941,13675.600000003993,15317.380313042424,geocentric_distant,context,South of,North of,2,context
6f999144-fcd0-52e0-acea-ca152a4a32a9,The painting is BLANK Ali. Ali turns around. The painting is North of Ali.,0.16666666666666666,0.8574929257125442,18,4576.961538465013,7498.837225260982,10484.323076923307,9108.646307054685,geocentric_near,context,North of,South of,1,context
6fc3e325-93ce-5aec-bf73-393a4cdad0fd,Ali is directly BLANK of Milwaukee. Ali walks West. Ali is Southwest of Milwaukee.,0.3333333333333333,0.8997354108424375,15,6593.454545453529,8525.2423785394,19066.572727275165,22809.588059638383,geocentric_distant,context,South,North,3,context
71d55d9d-7f72-50e7-9a53-e410341ef56d,Mark is facing BLANK. Mark turns 90 degrees to his right. Mark is facing West.,0.5555555555555556,0.7264831572567789,9,5443.462500011548,3698.7080215118776,62909.062499996275,140332.8360254706,geocentric_near,context,South,North,1,context
7639e22f-157b-54af-bc89-d24f4f594fbc,Mark and Ali are facing BLANK eachother. Mark turns around. Ali is facing away from Mark.,-0.10344827586206896,0.7243138421098421,29,4276.990000040084,4889.831759241794,8840.510000056029,10082.692364781053,two_refs_egocentric,context,away from,towards,1,context
77bdedf3-bae1-5250-9280-746344392bdd,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,-0.19148936170212766,0.6128443263689624,47,3910.548484841757,4517.10858903537,6057.187878786614,7325.997448160607,egocentric_near,target,right,left,4,target
77cc2803-02b1-54af-a10d-fb663433d4ec,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is North of Ali.,0.16666666666666666,0.8681147322824311,24,5369.135294121197,8440.9390743125,14309.81176471272,27189.82275787558,geocentric_distant,context,North of,West of,3,context
7cfd7bad-4e38-507a-a6d8-243e8c667d1b,Ali is BLANK. Ali turns around. Ali is in front of the statue.,0.023809523809523808,0.7804968785767566,42,3641.929999994987,4210.326047096361,7825.203333339837,8782.771113611368,action_nonfollows,context,in front of the statue,behind the statue,2,context
7d17626f-d7ad-50f5-8804-948780e275ec,Ali is BLANK. Ali turns around. Ali is behind the statue.,0.045454545454545456,0.8438727464026861,22,2730.0199999933443,2274.7155964109697,7119.0933333153525,6456.17906522396,action_nonfollows,context,behind the statue,in front of the statue,3,context
7de47fb4-c4b1-5b47-be35-ade455a74837,Mark is facing BLANK and Ali is facing left. Mark turns to his left. Mark is facing towards Ali.,0.23809523809523808,0.8309489698388166,21,4291.212499951245,4474.349575832729,9963.725000005914,8548.1690806107,two_refs_egocentric,context,right,left,3,context
805deedd-d47e-54f8-b7e7-81318f8435b7,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,0.3333333333333333,0.8618916073713346,36,4110.5925925881775,5736.079306194336,6902.277777775845,7696.631842278327,egocentric_near,context,in front of,behind,3,context
815c9fc1-43f2-5386-90fa-6c0db0268448,Mark is facing East. Mark turns 90 degrees to his right. Mark is facing BLANK.,0.42857142857142855,0.7559289460184544,14,5943.383333350532,5636.341614085435,5096.34999999435,4455.062270254053,geocentric_near,target,South,North,4,target
8252c422-568f-56ae-a206-72dd86dd7b40,The statue is BLANK Ali. Ali walks East. The statue is South of Ali.,0.5,0.7595545253127499,14,8194.733333338672,13751.508543254342,31692.71666665965,58234.17340743549,geocentric_near,context,South of,West of,2,context
83aaa4c2-ac51-5fc1-bda3-12bea9d4ee43,The painting is North of Ali. Ali turns right. The painting is BLANK Ali.,0.05263157894736842,0.8481145238787242,19,3219.3230769167153,2538.7275724173724,8999.299999999885,10960.13574931738,geocentric_near,target,North of,East of,3,target
83b8ada3-adc0-51d6-8c2c-d39bacde7ea1,Mark and Ali are both directly West of Budapest. Mark walks South. Ali is BLANK of Mark.,0.3333333333333333,0.9074852129730301,18,2716.615384622692,3510.3505313791024,12799.36153847237,25457.363060600233,two_refs_geocentric,target,North,South,4,target
84f02edd-6bd8-5f19-8279-4ada591a8a0b,The statue is East of Ali. Ali walks North. The statue is BLANK of Ali.,0.25,0.8506963092234007,20,6953.61333331801,8169.849929004025,5833.8133333402375,6727.938830924151,geocentric_near,target,East of,South of,3,target
86bdb97e-1aa8-54ef-91f1-a041c3184f9e,The ball and the box are on the table. Ali picks up the ball. The ball is BLANK the box.,0.8461538461538461,0.554700196225229,13,2379.5916666754833,2138.2465766841415,9449.80000003924,5684.466084321239,relative_pos,target,higher than,lower than,4,target
873aedce-860e-576f-9741-9398d6d6f2eb,The glass is on the floor. Ali bumps the BLANK. The glass doesn't break.,0.35294117647058826,0.8617697249402125,17,2702.315384587201,2459.808415558798,6574.230769211543,5679.444560480636,state_nonfollows,context,table,glass,4,context
87863690-da01-5035-a227-bad8f7e6a8a3,The box is South of Ali. Ali turns around. The box is BLANK Ali.,0.05263157894736842,0.8481145238787242,19,4727.561538460163,5755.67355420542,7508.199999995525,7817.5170241843025,geocentric_near,target,South of,North of,3,target
88e4c11a-0766-534e-843f-4d59c387d497,The glass and the cup are on the table. Ali pushes the BLANK off the table. The glass doesn't break.,0.19047619047619047,0.8621610748180846,42,4861.706666657325,4651.004655055598,8811.896666667364,13552.710472166762,state_nonfollows,context,cup,glass,1,context
895de9d1-e0d1-5c72-8735-26632183eb17,Mark is facing BLANK Ali. Ali turns around. Mark is facing away Ali.,0.0,0.7637626158259734,25,2634.894444418864,3732.378936904908,10697.488888923079,7958.341302172937,two_refs_egocentric,context,away from,towards,3,context
897eee6e-d0a7-51a3-828a-bd3ec8339e5e,Ali is facing BLANK Milwaukee. Ali turns around. Ali is facing towards Milwaukee.,0.21052631578947367,0.8549819600709617,19,4231.857142853966,3465.8369888474936,5556.2285714243435,3930.040844450389,egocentric_distant,context,away from,towards,4,context
8a00bd55-84cc-51cb-837b-fe6192ad4334,The wine glass is on the table. The wine glass falls over. The wine spills on the BLANK.,0.04,0.8406346808612327,25,3167.4764705428115,3147.933211963815,8363.652941140881,8583.578702034487,action_follows,target,table,floor,4,target
8aeff28e-26ae-521e-82a2-2e601a18054c,The box is next to the desk. Ali stacks the desk on the box. The box is BLANK the desk.,0.2222222222222222,0.8915558282417286,27,4849.5999999944315,7869.3502826706235,7722.426315792689,7354.468662656359,relative_pos,target,below,above,2,target
8b1ae5e4-7c7a-5bae-9134-05bdd1959d95,Mark is directly BLANK of Milwaukee and Ali is directly South of Milwaukee. Mark is North of Ali.,0.5833333333333334,0.7929614610987591,12,5121.940000012051,7326.774361381709,10874.93000003472,9073.793311642317,two_refs_geocentric,context,North,South,1,context
8b324b61-eae2-5fb9-a533-4edc94fc8959,The box is next to the ball. Ali puts the ball inside the box. The ball is BLANK the box.,0.42105263157894735,0.837707816583391,19,2557.5800000620384,2225.753952890963,9517.186666626732,6325.470041857609,relative_pos,target,touching,not touching,3,target
8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,0.0,0.7687061147858074,45,3879.6093750051223,4180.963544631593,8206.512499996228,9251.433315165632,egocentric_near,context,behind,in front of,2,context
8dc99dd8-2eac-5a2a-bc48-48d899f2d287,The glass and the cup are on the table. Ali pushes the cup off the table. The glass BLANK.,0.3076923076923077,0.7510676161988108,13,3240.7090908871455,2653.322369192318,72491.86363636228,230246.11806036872,state_nonfollows,target,doesn't break,breaks,2,target
9066630c-6525-5574-b5bc-3cbff1f62ccd,The painting is BLANK Ali. Ali turns right. The painting is South of Ali.,0.1,0.8522416262267903,20,5292.592857151425,6428.203801099593,7493.278571429533,7726.358386433722,geocentric_near,context,South of,West of,4,context
92ff8800-4b4e-5c66-a7d9-e034b5c0b4f7,The painting is right of Ali. Ali turns right. The painting is BLANK Ali.,0.35714285714285715,0.8418973861410954,14,4283.709090913402,4503.554793856136,7795.063636384206,4918.832247071261,egocentric_near,target,in front of,behind,3,target
93f6ca60-d035-5404-98d1-5cab22558138,The window is behind Ali and the wall is in front of Ali. Ali throws the baseball at the wall. The window BLANK.,0.42857142857142855,0.8516306272526402,14,4237.899999995695,3980.7184964504936,5678.927272715362,4446.330444808825,state_nonfollows,target,doesn't break,breaks,1,target
95034e79-b705-587b-9cd2-41aa02e2609b,Mark is behind Ali. Mark walks fowards. Mark is getting BLANK Ali.,0.21739130434782608,0.8504823091062899,23,3755.22941177426,6091.967689631216,47016.99999995508,163141.66181329486,two_refs_egocentric,target,closer to,further from,2,target
96c0978e-4433-5d7f-b561-cee41daa8875,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,0.4857142857142857,0.8530715634909973,35,3585.577777767623,3684.8223117973757,5384.781481483194,5946.193205940735,action_follows,context,top,bottom,1,context
96eb93cd-1931-5621-9a9a-b0c1f0145281,The window is behind Ali. Ali throws the baseball forward. The window BLANK.,0.42857142857142855,0.8516306272526402,14,2241.4454545096855,1925.6516717110378,12759.23636362981,23074.019644194712,state_nonfollows,target,doesn't break,breaks,4,target
9794199e-e300-558b-b9ec-95fcbc93544f,Ali is in the wagon. Ali pulls on the wagon. The wagon BLANK.,0.16666666666666666,0.8574929257125442,18,3470.6923076937405,3839.1592116609127,20052.846153837843,43210.375732069544,action_nonfollows,target,doesn't move,moves,2,target
97f1b8d8-8f88-575a-a82e-5557d245f329,The box is close to Ali. Ali throws the BLANK. The box is close to Ali.,0.25,0.8563488385776752,16,2647.2499999965853,2050.9006458272765,5590.283333339728,4633.867694544171,action_nonfollows,context,ball,box,1,context
9ce7fedd-cd4e-5e5e-8af4-7c87b269dcf9,The seesaw is balanced. Ali tilts the BLANK side of the seesaw. The left side goes up.,0.5,0.8424235391742321,32,3249.439999988079,3638.1495469389574,5241.463999995589,6921.602400338739,action_follows,context,right,left,1,context
9d469069-c214-567d-a48d-359883082244,The painting is West of Ali. Ali turns right. The painting is BLANK Ali.,0.20833333333333334,0.8836272412331317,24,6940.929411762887,7145.4364047700765,10323.870588233913,12034.772204727567,geocentric_near,target,West of,North of,2,target
9f9092b3-4ed3-5b54-92bb-a68e83301300,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,0.1388888888888889,0.798311710612833,36,4731.2592592565,4233.411143177955,5730.3407407383675,6425.686962156003,egocentric_distant,target,left of,right of,2,target
a22b454f-f1c2-51cf-a7f3-f1d55dc1383d,The painting is BLANK of Ali. Ali turns around. The painting is West of Ali.,0.038461538461538464,0.823687767580373,26,5731.027777776122,8589.046207153158,12487.916666671013,19875.604248813783,geocentric_near,context,West of,East of,4,context
a32ed162-2be9-5aa8-93bc-ead31fd7049b,Ali is in front of the statue. Ali turns around. Ali is BLANK.,0.0625,0.7719024117939607,16,2724.099999991556,2724.417790992373,7499.274999978021,9032.01876680219,action_nonfollows,target,in front of the statue,behind the statue,1,target
a350fecf-cf01-5eef-a227-25028fad7f14,The painting is BLANK Ali. Ali turns around. The painting is left of Ali.,0.3,0.882885711452609,40,5808.710344832005,9403.696750228795,6121.144827585025,7049.900219137983,egocentric_near,context,right of,left of,3,context
a4774963-8e72-50a3-bd53-59fc8a24d0f9,The ball is BLANK the box. Ali pushes the box forward. The ball is inside the box.,0.375,0.8850612031567836,16,4937.449999985906,3815.829968920537,8577.899999980194,8765.482853053525,action_nonfollows,context,inside,outside,4,context
a4994f26-9ec4-577d-ba9a-8dcdae74b3a7,The painting is BLANK of Ali. Ali turns right. The painting is in front of Ali.,0.10526315789473684,0.809302638222512,19,5174.649999995708,4806.579380979026,8903.571428589074,7428.973480742587,egocentric_near,context,right,left,1,context
a4e641f8-8936-52ee-87ee-a034509bc15f,Milwaukee is North of Mark. Mark goes BLANK. Milwaukee is Northwest of Mark.,0.1875,0.8341662504161466,16,2082.041666629802,3037.663411983998,14837.299999992052,28676.412553559938,two_refs_geocentric,context,East,West,1,context
a51303e7-76ef-51f7-9a59-552caefc177c,Mark is directly BLANK of Paris and Ali is directly West of Paris. Mark is Southeast of Ali.,0.1875,0.8341662504161466,16,3072.9833333220645,4365.527240020315,32039.024999970414,67988.2494262671,two_refs_geocentric,context,South,North,1,context
a55a83e9-f5a4-5aee-907d-c7ec664911e3,Mark is BLANK of Ali facing East. Ali is West of Mark facing West. Mark is facing away from Ali.,0.2,0.8944271909999159,20,5639.535714263429,9016.448027951403,15773.464285685348,15668.517145852316,two_refs_geocentric,context,East,West,2,context
a8981c8e-2d19-5659-ab76-8a4c027c51e5,Ali is in the wagon. Ali pushes on the wagon. The wagon BLANK.,0.045454545454545456,0.8438727464026862,22,1983.3800000148515,1345.0223159096568,8457.660000010083,20329.54001433356,action_nonfollows,target,doesn't move,moves,3,target
aa5c807a-59e5-5c99-9121-657d75026f33,Mark is directly North of Paris and Ali is directly East of Paris. Ali is BLANK of Mark.,0.22727272727272727,0.9223065383316713,22,2675.9599999460083,2923.80889055104,21307.733333319735,47585.93486242717,two_refs_geocentric,target,Southeast,Northwest,4,target
ab393531-7a45-54be-8745-da5f51d0a854,Milwaukee is West of Ali. Ali turns right. Milwaukee is BLANK Ali.,0.35,0.8750939799154206,20,6277.766666668157,12747.119858162794,5059.833333334079,5156.040888080185,geocentric_distant,target,West of,North of,2,target
ab3abdc8-bc90-5780-b8cb-2b0fb3ad02ff,Ali is facing away from Chicago. Ali turns right. Chicago is BLANK Ali.,0.08,0.8621678104251708,25,3683.341176520218,2838.7527195171947,8211.094117641647,6665.8937613619155,egocentric_distant,target,right of,left of,3,target
aca6ce57-66cc-5a28-8b0c-b55d84cbbeb5,The glass is on the table and the cup is on the floor. Ali picks up the glass. The cup BLANK.,-0.22727272727272727,0.6119304490372042,22,3712.539999996048,4131.8408008882725,8444.559999997573,7539.505125748304,action_nonfollows,target,moves,doesn't move,4,target
aeefbdde-433a-5ea8-93fd-c5b5c1788a6e,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is West of Ali.,0.08333333333333333,0.8297022339981069,24,4063.964705878759,3995.9300402006706,14436.205882356666,26918.512864046254,geocentric_distant,context,West of,South of,2,context
af77a546-4fb5-5490-b4db-cac9fd597078,Ali is holding the tennis ball and the ping pong ball is on the floor. Ali picks up the ping pong ball. The ping pong ball is BLANK the tennis ball.,0.47058823529411764,0.7998161553463028,17,2804.135714248355,3014.7190427842984,11308.992857138759,19679.93142776745,relative_pos,target,closer to,further from,1,target
afb3e71e-dd5a-51dd-bdc0-e3e027d7048d,Mark is facing South and Ali is facing BLANK. Mark turns 90 degrees to his right. Mark and Ali are facing different directions.,0.1,0.8522416262267904,20,14197.000000008582,30797.602084782655,11914.35714284111,12614.46068042806,two_refs_geocentric,context,East,West,1,context
b1c9a0f0-680c-58c2-8a69-4c63ee969cad,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is East of Ali.,-0.058823529411764705,0.747545001596402,17,4826.125000008382,9608.054091416792,17111.99999999751,14908.119206238754,geocentric_distant,context,East of,North of,1,context
b41b1558-d83e-5607-b398-f85601d40e7e,The statue is South of Ali. Ali walks East. The statue is BLANK of Ali.,0.2857142857142857,0.825420305855557,14,8800.172727272591,11435.405064370092,12307.79999999939,11083.540190566095,geocentric_near,target,South of,West of,2,target
b470477e-c9cf-5a97-a47c-98dd08229c8e,The painting is BLANK Ali. Ali turns left. The painting is South of Ali.,0.13636363636363635,0.8335497554466649,22,4034.3312499974854,5659.567531614019,13267.631250005215,24855.066319835198,geocentric_near,context,South of,East of,4,context
b4bfe01b-251a-51c6-a900-d1307f5ec5cb,Mark and Ali are both directly East of Budapest. Mark walks North. Ali is BLANK of Mark.,0.5,0.7977240352174656,12,3307.8000000322236,4005.2713698983293,8574.759999996331,9517.034707561745,two_refs_geocentric,target,South,North,3,target
b7458eb1-0f7d-5cf1-9d74-c4b391425177,Chicago is in front of Ali. Ali turns right. Chicago is BLANK Ali.,0.2631578947368421,0.8719139396343282,19,6013.878571416218,12530.71752560947,18021.228571410906,52086.12944555999,egocentric_distant,target,left of,right of,3,target
b76b8738-c1c0-51f3-a9d3-afd39d7b27de,Mark is facing away from Ali. Ali turns around. Mark is facing BLANK Ali.,0.0,0.8017837257372732,29,2347.3899999642745,2165.8478862032894,6908.515000020712,4389.10708978417,two_refs_egocentric,target,away,towards,3,target
b8aeb728-ce96-53b4-a022-80902bd4ed2d,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,0.225,0.8619447302169194,40,2753.4448275894956,2220.587850189727,5647.6413793091115,5511.566884134801,state_nonfollows,target,dry,wet,3,target
b95f9817-6f0f-52e4-917e-5e53b7e08502,Mark and Ali are both facing left. Ali turns to his right. Ali is facing BLANK Mark.,0.043478260869565216,0.767419576453527,23,3254.1058823586827,4030.510227386412,8094.958823530551,6496.677600720582,two_refs_egocentric,target,away from,towards,2,target
b9877f9e-1fa9-545f-ac6d-fe640fc90d29,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is East of Ali.,0.041666666666666664,0.8064504441319255,24,6248.258823520778,8467.411333538139,11547.205882348997,16472.865662676235,geocentric_distant,context,East of,South of,1,context
b98ce98d-a5c6-5c6e-92a3-473ae5b1df40,The statue is West of Ali. Ali walks South. The statue is BLANK of Ali.,0.13636363636363635,0.8335497554466649,22,5253.9937500003725,5317.928452248509,9496.731249982957,11871.261415060702,geocentric_near,target,West of,North of,2,target
b9e80e51-f4e6-5c6f-b976-6140e86b35a1,The baseball is close to Ali. Ali throws the baseball. The baseball is BLANK Ali.,0.42857142857142855,0.8516306272526403,14,2433.7727272740817,1721.5793145257792,6994.836363630878,9807.197992842772,action_follows,target,far from,close to,3,target
b9f30b99-3fb3-5807-a2ec-bbe349b45d3a,The statue is West of Ali. Ali walks North. The statue is BLANK of Ali.,0.0,0.816496580927726,19,15282.09999999515,27997.107826824176,8606.092307687666,7609.987069684013,geocentric_near,target,West of,South of,1,target
ba1c054b-7213-5f8e-bf33-019a9a67c091,The box is North of Ali. Ali turns around. The box is BLANK Ali.,0.18181818181818182,0.8528028654224417,22,3265.7562499968335,3743.1431352061177,8095.475000004983,10531.364771352608,geocentric_near,target,North of,South of,2,target
ba5435e7-cc12-557d-be71-b241947e2f6c,The box is in the bin. Ali moves the box. The bin BLANK.,0.2777777777777778,0.8489021855519755,36,3680.6629629662193,4631.591446971231,7236.392592595683,8005.657090504652,action_nonfollows,target,doesn't move,moves,3,target
bbe1c4e0-6ae6-53c2-8e3d-2d90016d6cde,The painting is BLANK Ali. Ali turns right. The painting is East of Ali.,0.0,0.816496580927726,19,10591.253846157055,24376.46218971696,10611.146153839734,11274.679682637487,geocentric_near,context,East of,South of,1,context
bdee18b4-ee23-5b20-bae4-65648a17a7e7,The painting is North of Ali. Ali turns left. The painting is BLANK Ali.,0.125,0.8501917942185291,24,5295.588235310114,5207.939956791553,4905.899999997633,4872.329063959221,geocentric_near,target,North of,West of,3,target
be5f74e8-5413-5aa2-97f3-17a48d7c1398,Mark and Ali are facing away from eachother. Mark turns around. Ali is facing BLANK Mark.,0.037037037037037035,0.8077262236808042,27,2817.889473664329,2638.0792292596216,11956.457894726804,15849.6734969992,two_refs_egocentric,target,away from,towards,2,target
bf03a4f6-7f78-5d3b-935b-023b8abf081d,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon moves.,0.1,0.8522416262267903,20,1910.057142875781,1936.3389768945008,11218.33571426099,23239.491225265578,action_follows,context,in front of,behind,1,context
bf2af8a4-eb41-5828-869b-c6b1138f2890,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is South of Ali.,0.047619047619047616,0.8646496675642961,21,2821.571428567969,1984.3453105309943,21278.028571431143,42057.71989226247,geocentric_distant,context,South of,West of,4,context
bf93e811-9a49-58b7-b6dc-6a47ece87d9f,The book is on the table. Ali moves the table. The book BLANK.,0.3235294117647059,0.842815923512908,34,1958.2769230816227,1474.058179665804,6690.303846155221,10130.999770195991,action_follows,target,moves,doesn't move,4,target
bfd08d04-41bc-5f32-a1fd-873972891edb,Mark is facing BLANK. Mark turns 90 degrees to his right. Mark is facing North.,0.2,0.8618916073713346,15,13814.11818183078,22658.630945261215,13413.82727273215,11190.679160999964,geocentric_near,context,West,East,2,context
c0571aef-9e9a-5c28-8136-16cf5969f8c4,The statue is BLANK Ali. Ali walks North. The statue is East of Ali.,0.07692307692307693,0.8448941672459066,26,5411.299999998675,7290.046198993219,10138.711111103908,16175.277698533411,geocentric_near,context,East of,South of,3,context
c197738c-2b0f-563f-a553-cbd2456d488a,Milwaukee is to Ali's BLANK. Ali turns left. Ali is facing away from Milwaukee.,0.35714285714285715,0.8418973861410954,14,4107.2454545324645,4305.760341992659,8603.045454532468,6104.871462981139,egocentric_distant,context,right,left,1,context
c2788238-3365-5292-9d47-fe45ebf9d292,The box is next to the desk. Ali stacks the BLANK. The box is below the desk.,0.30434782608695654,0.8756702684071969,23,2457.423529411502,1921.8421086962933,11933.764705904267,11417.703920355965,relative_pos,context,desk on the box,box on the desk,1,context
c2bfe739-1139-5eac-a500-bf7cde68550a,The wine glass is on the table. Ali bumps the BLANK. The wine doesn't spill.,0.1111111111111111,0.8323523637957303,18,2498.146153851484,2087.8509184496647,5985.0384615269995,5520.5856847530995,action_nonfollows,context,lamp,table,1,context
c2e3cc6a-24a4-5d9e-9c86-9aa843019959,Mark is BLANK Ali. Mark walks forwards. Mark is getting closer to Ali.,0.47058823529411764,0.7998161553463028,17,2494.2999999461963,2174.371174775338,7034.585714239095,8063.95056292614,two_refs_egocentric,context,behind,in front of,2,context
c3650617-8199-590c-8d8b-d16df14b77b1,The ball is BLANK the box. Ali moves the box. The ball doesn't move.,0.25,0.8563488385776752,16,2574.733333324703,1863.0556344213408,10271.133333326628,13131.325817381603,action_nonfollows,context,far from,touching,1,context
c571fc7a-710d-59d5-a140-4564ef29503a,The box is BLANK Ali. Ali turns around. The box is South of Ali.,0.125,0.8501917942185291,24,3262.611764713136,4213.091094704612,12093.535294124966,18557.358340524137,geocentric_near,context,South of,North of,2,context
c653d385-9060-521b-a3d2-7b3bdc386792,Mark is West of Ali facing East. Ali is East of Mark facing West. Mark is facing BLANK Ali.,0.10526315789473684,0.809302638222512,19,7383.35714289087,11702.04991966283,12469.099999984726,17356.549887202018,two_refs_geocentric,target,towards,away from,3,target
c8c0fe33-a72d-5683-9846-b72cf18312aa,The statue is BLANK Ali. Ali walks West. The statue is North of Ali.,0.058823529411764705,0.8269362305593853,17,5235.125000008072,4044.1814468184493,14258.025000000684,14292.136892787188,geocentric_near,context,North of,East of,1,context
caa99020-6057-5d4a-ba54-c6262b93fbd6,Chicago is BLANK Ali. Ali turns left. Chicago is right of Ali.,0.2777777777777778,0.8947924869885988,18,24068.784615365315,68236.51453060545,16365.876923064996,33732.53159784668,egocentric_distant,context,in front of,behind,2,context
cb0d70bb-d9f6-5100-902d-21fd6221cecf,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,0.07317073170731707,0.8182372486766606,41,3823.431034490211,3451.8000741008395,5518.8206896530155,6224.460438946035,egocentric_near,target,behind,in front of,3,target
cb89881b-c899-5760-bd9d-f73c4ab4521c,Mark is BLANK of Ali. Mark turns right. Mark is East of Ali.,0.1111111111111111,0.8323523637957305,18,5087.330769200308,8864.518018061106,12689.023076925929,13222.33683854031,two_refs_geocentric,context,East,West,4,context
cdb36630-3e0a-5c82-9cdf-40f72ff02544,The box is BLANK Ali. Ali turns around. The box is North of Ali.,0.12,0.8326663997864531,25,5305.455555562551,6974.8307936662795,10781.294444451316,12076.895478974655,geocentric_near,context,North of,South of,1,context
ce49bac3-2edd-5319-8db6-9c23dcaffb9e,Milwaukee is East of Ali. Ali turns right. Milwaukee is BLANK Ali.,0.25,0.8506963092234007,20,2672.913333343466,2838.9275047110273,5108.546666674068,5185.464931060592,geocentric_distant,target,East of,South of,1,target
d07fd4d0-1e85-5fc3-8eeb-e7144e7bb5b6,The statue is BLANK Ali. Ali walks East. The statue is North of Ali.,0.2,0.8944271909999159,20,3876.2071428581007,4041.81075136794,10386.864285715457,7323.577895417371,geocentric_near,context,North of,West of,4,context
